away_name,away_abbr,home_name,home_abbr,week,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result
Los Angeles Chargers,sdg,Arizona Cardinals,crd,12,0.13188405797101443,-0.08115942028985401,-1.0985507246376813,-0.02681159420289858,55.83623188405798,2.9326086956521706,1.7898550724637659,0.35144927536231885,40.51159420289852,-2.2043478260869565,-2.697826086956521,-1.033333333333335,-0.024637681159420333,-8.345652173913052,-58.38333333333321,-1.3811594202898552,47.490579710144914,0.16594202898550736,-14.34057971014493,-15.32463768115942,0.036114570361145626,0.05792783505154642,1.0
Las Vegas Raiders,rai,Seattle Seahawks,sea,12,-0.18772099003535841,-1.1317904210864675,-0.3339762134361941,0.08357441337190613,-7.837351333976187,6.264223722275798,0.7569913211186119,-0.3719061395049823,-12.253294760527183,-1.6968820315011257,-4.386370941819351,-2.733526197364192,-0.5525554484088718,-32.61009321761492,128.0575377692062,-0.10543233686917386,-40.447444551591104,-0.5499839279974286,-9.8129218900675,-4.415943426550946,-0.013561411619663954,-0.07070582061918945,1.0
Los Angeles Rams,ram,Kansas City Chiefs,kan,12,-0.40834845735027225,-3.8917120387174826,-0.8121597096188747,0.7126436781609194,-78.64186327888686,-2.346339987900791,-0.7940108892921991,-1.2183908045977014,-58.674228675136135,-0.1282516636418629,2.977616454930427,-0.21324863883847556,0.02782819116757418,-24.921052631578945,58.41197822141544,2.7725347852389595,-103.56291591046579,0.35753176043557167,0.7631578947368425,19.967634603750756,-0.09411764705882364,-0.020793530901497326,0.0
New Orleans Saints,nor,San Francisco 49ers,sfo,12,-0.014963880288957676,-0.4747162022703826,-0.057791537667698734,0.22755417956656354,24.68421052631581,2.9927760577915343,2.8384932920536627,0.49122807017543857,32.81114551083593,0.3648090815273477,5.514447884416924,-3.2089783281733766,0.01702786377708987,-4.910216718266241,-91.83384932920535,0.5980392156862744,19.77399380804951,0.2678018575851393,9.987100103199175,8.126934984520123,0.20757020757020755,-0.04808456269191952,0.0
Green Bay Packers,gnb,Philadelphia Eagles,phi,12,-0.8004048582995952,-4.091497975708503,0.42004048582995956,0.3856275303643725,-5.877732793522256,8.752226720647773,4.242307692307691,0.24028340080971655,-5.929959514170065,0.3795546558704448,4.532793522267205,-11.458299595141696,-1.8356275303643723,-53.64311740890689,-19.48886639676107,-0.8216599190283398,-59.52085020242913,0.3273279352226721,1.5074898785425148,-0.05222672064777356,-0.5272449869224063,-0.05309347629492328,0.0
Pittsburgh Steelers,pit,Indianapolis Colts,clt,12,-0.14773657737747103,0.34886448448661866,-1.1228275935600809,-0.26996481501226155,-22.828020044780885,-1.6217080712229475,-2.843586736325836,-0.41038490244162484,-36.17859046806694,0.25493122934214707,6.096278920993708,0.4968546753385219,0.35515513380957464,10.523936453779726,-72.86981554536737,-1.1780573621921318,-12.304083591001188,-0.44706258662970466,-5.042968333511034,-13.350570423286063,0.3294151376146789,-0.02041521108751737,1.0
Las Vegas Raiders,rai,Los Angeles Rams,ram,14,0.08727548697192006,1.829749557298257,0.030609663546673382,-0.7718188717429799,42.703516316721476,3.452567670123962,0.4525676701239547,0.39919048823678227,28.52643561851758,1.8694662281811283,-0.4766000505944845,-1.1009359979762223,-0.023526435618517638,22.33088793321528,31.906653174803978,-1.8269668606121934,65.03440424993676,-0.860865165696939,11.551226916266131,-14.177080698203895,-0.03158236583583662,-0.0729198154081776,0.0
New York Jets,nyj,Buffalo Bills,buf,14,-0.15484084880636606,-6.142572944297079,-0.39986737400530514,-0.12334217506631295,-47.14489389920425,-0.9751326259946964,-3.3302387267904514,-0.817970822281167,-41.25928381962868,-0.2844827586206895,2.099801061007959,-2.170755968169761,-0.06631299734748008,-26.33919098143238,-140.4038461538462,0.047745358090185874,-73.4840848806366,-0.585212201591512,8.44794429708223,5.8856100795755975,-0.029047619047619044,-0.22886313125077162,0.0
Cleveland Browns,cle,Cincinnati Bengals,cin,14,-0.3750701852891634,-1.2866768268228128,0.29293334402823445,0.030560680195716672,-81.35750381005857,-4.364241597818243,-5.256276570145182,-1.04780620839015,-86.44373145103071,0.8088553781984444,6.455362156092082,4.3949627015320445,0.18528916339135315,53.258362075880314,-82.41325098259404,-0.9704018609128098,-28.099141734178204,0.335926846875752,7.005775246651162,-5.086227640972169,0.35696273465956857,-0.12766425877847876,0.0
Houston Texans,htx,Dallas Cowboys,dal,14,-0.7765072765072765,-4.53579895685159,0.5542911332385015,0.5488383119962067,-36.60478899952585,3.7837837837837824,0.6901375059269803,-0.5791844476055001,-22.738501659554288,-2.4985775248933138,6.863916548127072,-9.609293504030347,-1.2925557136083452,-51.88975817923186,-29.19250829777161,1.6078710289236606,-88.49454717875773,0.7577050734945472,-17.481744902797537,13.86628733997155,0.2408216783216784,-0.2341141888394489,0.0
Minnesota Vikings,min,Detroit Lions,det,14,0.5547747874358795,0.3890099079474396,-0.4687653713723561,0.12402501581055436,2.398917855386145,4.355069917785123,3.4745274400955672,-0.12367367015670006,8.658000140538263,0.062188180732204223,-3.7782306232871896,-2.5217482959735804,0.008853910477127469,-20.147424636357243,80.24081231115179,0.6465462722226127,-17.74850678097107,-0.2814278687372638,1.4796570866418364,6.259082285152134,0.08819221452312542,0.011395578080684088,0.0
Philadelphia Eagles,phi,New York Giants,nyg,14,0.27555555555555555,1.9773737373737355,0.44686868686868697,-0.1494949494949495,56.79151515151514,1.2096969696969673,1.008080808080809,0.7042424242424242,57.114747474747475,0.058989898989898926,-2.284040404040404,0.8856565656565678,0.7131313131313133,2.798787878787863,-10.74101010101026,0.0210101010101007,59.590303030303005,-0.04040404040404044,-5.61454545454545,0.32323232323232176,0.44068278805120914,0.04142845476953666,1.0
Jacksonville Jaguars,jax,Tennessee Titans,oti,14,-0.4126625211984172,4.285848878839268,0.4283964575089505,0.18136423591482953,31.01667608818542,9.174392312040702,5.494629734313172,0.06510269455436224,25.05652911249294,-0.3095911060863008,4.107499528924063,-2.614659883173168,0.05436216318070475,12.883173167514599,15.267571132466628,-0.7322404371584699,43.89984925570002,0.5250612398718673,-8.458451102317696,-5.960146975692481,0.013023659648361163,-0.00874600398093972,1.0
Baltimore Ravens,rav,Pittsburgh Steelers,pit,14,0.23537414965986392,1.7210884353741491,-0.2532879818594105,-0.007709750566893381,1.4043083900226918,-4.619501133786848,-2.2031746031746025,1.0321995464852607,-1.4126984126984041,-1.129931972789116,-2.6160997732426274,4.10249433106576,0.3154195011337869,54.16802721088436,117.47482993197264,0.08095238095238111,55.572335600907024,0.03492063492063502,5.459410430839007,-2.817006802721089,-0.03125,0.06173123564059352,1.0
Kansas City Chiefs,kan,Denver Broncos,den,14,0.434469696969697,5.579545454545453,0.2837121212121212,-0.19393939393939397,77.76893939393938,2.624242424242425,4.723484848484848,1.7761363636363638,64.78409090909093,-2.742045454545454,4.820833333333333,-2.71590909090909,0.14696969696969697,0.275378787878779,-5.231439393939581,-2.2196969696969697,78.0443181818182,0.19393939393939408,-16.868939393939392,-12.984848484848484,0.2240235814296242,0.2370331018606357,1.0
Carolina Panthers,car,Seattle Seahawks,sea,14,-0.014784946236559127,-5.139784946236558,0.2123655913978495,0.12320788530465954,-81.92114695340504,-5.676075268817208,-7.8947132616487465,-0.9731182795698925,-88.0864695340502,-1.423387096774194,-7.836917562724015,5.694444444444443,0.04121863799283143,14.379032258064512,39.18862007168468,-0.5470430107526882,-67.5421146953405,-0.3140681003584229,-4.232974910394269,-6.165322580645162,-0.03790570954750061,-0.11436985687103851,1.0
Tampa Bay Buccaneers,tam,San Francisco 49ers,sfo,14,-0.04760997905160924,-1.3361264521043594,-0.7495715101885355,-0.5555132355741763,32.891830127594744,8.944201104551517,5.988764044943821,-0.18187011997714708,34.080556084555326,-0.8402209103027998,0.6892020567510961,-5.496286421633975,-0.3808798324128737,-47.485812226242615,-171.96476861550195,-0.2064368691677776,-14.59398209864787,-0.8065130451342603,-0.8228908779280175,1.1887259569605781,0.2150704561738715,-0.08042237129313745,0.0
Miami Dolphins,mia,Los Angeles Chargers,sdg,14,0.08073458073458084,0.5821205821205808,-0.06098406098406095,0.26853776853776845,14.812196812196817,-6.826056826056828,-5.013513513513512,0.18468468468468457,21.68191268191265,1.4656964656964657,-1.2051282051282044,-1.4119889119889102,-0.022522522522522515,-11.840263340263334,-23.847886347886288,0.5135135135135134,2.9719334719334825,0.18156618156618176,12.260914760914758,6.86971586971587,-0.1183826429980277,-0.0035900834344206323,0.0
New England Patriots,nwe,Arizona Cardinals,crd,14,0.1107335032568677,-3.661285754743698,-0.40470121778532997,-0.03695836873406966,12.349476069102252,-5.795666949872555,-3.227980741999435,-0.3949306145567828,9.549419427924107,-0.27442650807136815,-9.526054941942792,-1.804304729538373,-0.21268762390257723,-18.695412064570945,-65.29439252336442,-0.022090059473236945,-6.345935995468722,0.0853865760407817,2.6468422543188836,-2.8000566411781342,-0.13530437539632206,-0.005369133316625863,1.0
San Francisco 49ers,sfo,Seattle Seahawks,sea,15,0.06578947368421051,0.4049235993208846,0.29796264855687604,0.24660441426146018,-27.982173174872656,0.04371816638370518,-2.2330220713073032,-0.5704584040747027,-38.596349745331054,-1.0428692699490663,-10.910016977928695,6.845500848896435,-0.09677419354838712,14.831918505942284,305.6218166383701,-0.8255517826825127,-13.150254668930359,0.09804753820033962,-8.079796264855688,-10.614176570458403,-0.3390693590869183,0.041769550457458615,1.0
Indianapolis Colts,clt,Minnesota Vikings,min,15,-0.4547820429407937,-3.887931034482758,1.5689655172413792,0.4655172413793104,-31.620689655172384,-0.4310344827586192,-0.24137931034482918,-0.6465517241379312,-20.603448275862092,0.9568965517241379,-4.27586206896552,-1.0344827586206904,-0.9827586206896552,-9.620689655172413,18.353448275862092,1.3448275862068968,-41.241379310344826,0.8620689655172413,8.422413793103452,11.017241379310345,-0.36004842615012106,-0.06660407538226792,0.0
Baltimore Ravens,rav,Cleveland Browns,cle,15,0.29138513513513514,-0.8209459459459474,0.13063063063063052,-0.06784909909909909,-16.163569819819827,-4.106981981981978,-1.8899211711711708,0.49436936936936937,-17.182150900900922,-1.360641891891892,-4.38231981981982,-0.6523085585585591,-0.3212274774774774,13.295608108108098,-13.294763513513544,0.41807432432432434,-2.8679617117117004,-0.16610360360360343,-5.742117117117118,-1.0185810810810807,-0.055276381909547756,0.050431137777431634,0.0
Miami Dolphins,mia,Buffalo Bills,buf,15,-0.11960730088495575,-1.9044524336283182,-0.5764657079646017,-0.03844026548672563,21.75490873893807,-1.739283738938056,-0.8068998893805315,0.0234375,25.94040376106193,0.3687085176991154,7.69966814159292,-4.325774336283185,-0.21135232300884954,-47.77357577433628,-95.04784292035401,-0.06519634955752229,-26.01866703539821,-0.48603429203539816,3.5934734513274336,4.185495022123893,-0.020000000000000073,-0.13194285372825149,0.0
Pittsburgh Steelers,pit,Carolina Panthers,car,15,-0.0859375,3.8545673076923066,-0.16526442307692313,0.18088942307692313,35.79927884615384,8.816105769230766,6.983173076923077,-0.3106971153846154,36.12019230769232,-0.27223557692307665,2.8461538461538467,-3.7331730769230766,-0.4326923076923077,-29.454927884615387,93.83112980769238,0.35516826923076916,6.344350961538453,0.1953125,-13.650240384615387,0.3209134615384617,-0.060299295774647876,0.07896458274927576,1.0
Philadelphia Eagles,phi,Chicago Bears,chi,15,0.7789965833483186,5.8785290415392915,-0.4347239705089012,-0.7601150872145297,92.0103398669304,8.231163459809387,7.048462506743391,0.5088113648624348,89.8097464484805,0.8736737996763173,-7.174968530839777,-1.9558532638014725,1.0142060780435174,-30.377180363244037,48.58703470598812,-0.4711382844812082,61.633159503686386,-0.8528142420427981,-5.851375651861176,-2.2005934184499196,0.2894108156743507,0.0048459941688513974,1.0
Kansas City Chiefs,kan,Houston Texans,htx,15,0.6130467012601928,5.830077237619264,0.20865515674693325,-0.5559972739663789,100.72330758746025,4.765561108587008,4.331440254429804,1.3197410268059973,88.69059518400726,-0.363925488414357,-2.16492503407542,-0.17616992276238008,0.115629259427533,12.75806451612904,2.687528396183552,-1.3610858700590638,113.48137210358931,-0.30747387551113126,7.106428895956384,-12.032712403452976,0.15067068732452937,0.18930101989694265,1.0
Dallas Cowboys,dal,Jacksonville Jaguars,jax,15,0.5559246954595791,0.04706533776301214,-0.1298449612403102,0.433001107419712,3.4377076411960275,-4.805094130675528,-3.0318383167220375,0.15337763012181638,-1.5296234772978892,1.187984496124031,-4.932447397563674,5.61323366555925,0.9102990033222591,16.919435215946848,-73.2954042081949,-0.7699335548172757,20.35714285714289,0.10326688815060892,6.483665559246958,-4.9673311184939095,-0.07289462547608971,0.10233705226071638,0.0
Atlanta Falcons,atl,New Orleans Saints,nor,15,0.026004179243092673,-0.6250290225214741,-0.2892964940794056,-0.4594845600185743,-97.92941722776877,-11.480612955653584,-8.601230554910613,-0.6342001393081029,-99.78836777339217,-2.8635941490596704,-0.5804504295333182,7.009519387044342,0.017877873229626196,40.00928720687253,-27.700835848618453,-0.16299048061295585,-57.92013002089624,-0.6768052008358485,-26.866496401207336,-1.8589505456234043,0.052941176470588214,-0.007279387631588419,0.0
Detroit Lions,det,New York Jets,nyj,15,-0.08924235065565811,3.975959203496842,-0.14448761534725607,-0.21005342399222926,17.084142787761067,-3.609154929577464,0.4448761534725598,0.6735065565808644,9.222680913064607,-0.6129188926663423,7.574186498300147,3.5397037396794566,0.446090335114133,17.720859640602228,7.801359883438636,-0.8050024283632831,34.80500242836325,-0.22353084021369596,-13.341306459446336,-7.861461874696456,0.10711974110032363,0.07056348259933926,1.0
Arizona Cardinals,crd,Denver Broncos,den,15,0.14100087796312555,4.0579455662862145,0.47339771729587365,-0.1840210711150132,9.550482879719056,3.1294117647058854,5.403863037752416,0.6595258999122037,7.799824407374899,-0.6446005267778752,10.787181738366986,0.9806848112379285,0.45250219490781385,11.823178226514486,108.40140474100076,-0.8147497805092185,21.373661106233556,-0.1873573309920984,-7.0230026338893765,-1.7506584723441634,0.002022723360302958,0.1258533156291495,0.0
New England Patriots,nwe,Las Vegas Raiders,rai,15,0.21759259259259262,-2.1018518518518547,0.6574074074074073,-0.25462962962962965,9.625,-1.675925925925931,1.4490740740740726,-0.2407407407407407,15.671296296296305,-0.22685185185185208,-4.3842592592592595,-0.6111111111111107,0.03240740740740733,-21.59722222222223,-24.986111111111086,0.9120370370370368,-11.972222222222229,0.01851851851851838,-8.226851851851855,6.046296296296296,-0.2532032893478676,-0.0020875857460507796,0.0
Tennessee Titans,oti,Los Angeles Chargers,sdg,15,0.08271276595744681,-4.14308510638298,0.05053191489361697,-0.1226063829787234,-87.82978723404256,-16.05744680851064,-10.911436170212767,-0.47207446808510634,-76.67127659574467,1.1372340425531915,-5.915957446808509,4.339095744680851,0.013563829787234027,17.295478723404244,-41.38484042553205,1.0409574468085108,-70.53430851063825,-0.04255319148936165,12.417819148936175,11.158510638297871,-0.1095953757225433,-0.0008130151618678805,0.0
Cincinnati Bengals,cin,Tampa Bay Buccaneers,tam,15,0.3810741687979539,4.044543904518328,-0.06052855924978684,0.28623188405797095,23.10315430520035,-5.02003410059676,-1.8840579710144922,0.9034526854219951,29.872762148337642,-0.567988064791134,-1.2973145780051176,3.903452685421996,0.8037084398976981,31.725916453537934,239.4641943734016,1.3049872122762147,54.82907075873828,0.1346973572037511,-9.296248934356349,6.769607843137255,-0.3182567295367149,0.13170514850934956,1.0
New York Giants,nyg,Washington Commanders,was,15,0.11621911922663797,1.2879223580158161,-0.07854061826024439,-0.5363946800862689,-18.821710999281095,-5.6226635514018675,-1.753414809489577,-0.4997304097771388,-20.50116822429908,0.490564342199856,2.88147016534867,2.4768152408339326,0.8271028037383177,19.274982027318472,-124.37122573687975,-0.025880661394679816,0.4532710280373635,-0.29987419122933134,-0.4423076923076934,-1.6794572250179733,-0.141965587634879,0.062124395064033666,1.0
Los Angeles Rams,ram,Green Bay Packers,gnb,15,0.09079670329670331,-0.5530219780219774,-0.6964285714285714,0.7054945054945054,-16.52609890109889,-2.7820054945054977,-0.3927197802197817,-0.4418956043956044,-4.202060439560427,-0.6998626373626378,0.23928571428571388,-0.2711538461538474,0.2664835164835165,-21.994642857142864,-52.97747252747263,2.1971153846153846,-38.52074175824174,0.7159340659340658,1.9166208791208774,12.324038461538462,0.44169150521609546,-0.000661321737554843,0.0
Jacksonville Jaguars,jax,New York Jets,nyj,16,-0.1046306115235065,2.962884411452812,-0.1433368681512901,-0.18911276069282434,-4.4029692470837745,-2.4346058677978064,1.4293036408624964,0.4298338635560268,-11.351360904913406,0.16878755744079132,3.635737009544009,1.8246730293389888,-0.05372923294450338,22.863202545068944,20.685401201837976,-0.7124425592082009,18.460233297985155,-0.027218098267939306,-11.597560975609753,-6.948391657829623,0.0742315238718117,0.046229354949461954,1.0
Detroit Lions,det,Carolina Panthers,car,16,0.04165867689357622,6.472962607861938,-0.20819750719079577,-0.074352828379674,78.18264621284757,8.64151486097795,7.570278044103549,0.8151006711409396,72.520230105465,-1.005608820709491,5.548418024928093,-0.21035474592521552,0.3002876318312562,0.2833652924256995,103.06188878235866,-0.57607861936721,78.46601150527323,0.09611697027804411,-10.579386385426659,-5.662416107382551,-0.04306444728979941,0.12154680414013641,0.0
Buffalo Bills,buf,Chicago Bears,chi,16,0.5941305942773294,6.447297627781854,-0.4497432134996331,-0.04783565663976519,129.53568109562238,15.349669845928101,10.576326730251896,0.9562240156517485,118.10584494986551,0.5815113719735878,-7.846906334067011,-7.654781120078262,-0.3057960381511372,-48.71513817559307,33.14340914649051,-1.1870383956957693,80.82054292002937,0.18923942284177064,-2.938028857911469,-11.42983614575691,0.05513108614232215,0.08985295741945798,1.0
New Orleans Saints,nor,Cleveland Browns,cle,16,-0.014991181657848296,-2.0405643738977055,0.6693121693121694,0.416225749559083,41.51146384479719,0.10493827160493652,1.1410934744268069,0.8059964726631395,44.22927689594354,0.9409171075837737,0.7028218694885382,-5.632275132275133,-0.34832451499118167,-30.457671957671963,-176.9664902998236,0.10846560846560838,11.053791887125215,0.7363315696649029,8.982363315696645,2.7178130511463845,-0.18977020014825796,0.041312328431173106,1.0
Seattle Seahawks,sea,Kansas City Chiefs,kan,16,-0.3943907675791734,-3.822329575952761,-0.43048845947396663,-0.18988191089640366,-46.795491143317236,-3.3168276972624824,-1.5884326355340832,-0.553676865271068,-34.41398282340316,2.3039452495974233,5.273752012882451,-3.2852925389157264,0.011272141706924366,-9.333870101986037,-170.6399624261942,1.3662104133118627,-56.1293612453033,-0.20920558239398823,11.885668276972623,12.381508319914117,-0.08904629395395891,-0.08296974465345835,0.0
New York Giants,nyg,Minnesota Vikings,min,16,-0.23312977099236643,-2.7893409902654227,0.15428251278100702,-0.5217452202535191,-94.14959030744453,-11.422438546116673,-7.330065130611388,-0.9282862945584424,-98.50745850549757,1.005042369913859,-3.2159114783948475,7.007283423208911,-0.030044120736746116,44.168219062959594,-13.559562994607404,-0.1483297149660343,-49.981371244484876,-0.5057777155262974,6.603963863015615,-4.357868198053085,-0.10052377959354697,-0.028033109269121448,0.0
Cincinnati Bengals,cin,New England Patriots,nwe,16,0.3132743362831859,6.001095659502738,-0.6961651917404129,0.0567214496418037,55.509144542772844,5.2005899705014755,3.575642646439107,1.125158027812895,56.52616940581544,-1.0838600927096502,-0.8940581542351467,2.1699115044247783,0.39266750948166884,2.9334176148335445,221.74867256637162,0.3731984829329962,58.4425621576064,-0.16198904340497255,-9.49169827222925,1.017024863042563,-0.18828803586438778,0.14654978545112624,1.0
Houston Texans,htx,Tennessee Titans,oti,16,-0.5460829493087558,-0.4634480657934823,0.30673164788303386,0.7925677733780079,-4.6282363691745445,5.733323180018278,1.9488272921108738,-0.12899786780383815,-6.172098690222356,-0.9899482180932075,4.795461468169357,-4.336430094425829,-0.3307950045689918,-23.99741090466037,-36.21839780688401,-0.4655802619555285,-28.625647273834886,0.7945476698141944,-14.348157173317084,-1.543862321047822,0.11509202453987716,-0.11619330728889915,1.0
Atlanta Falcons,atl,Baltimore Ravens,rav,16,-0.2025974025974026,-1.3012987012987018,-0.24675324675324672,-0.04675324675324677,-38.41558441558442,-6.653246753246751,-4.987012987012987,-0.2675324675324675,-36.288311688311694,-0.5909090909090908,3.855844155844153,2.325974025974027,0.11688311688311692,-5.840259740259739,-138.7805194805194,-0.3493506493506495,-44.25584415584416,0.0480519480519479,-10.383116883116884,2.1272727272727288,0.08452429563086966,-0.009868187123249827,0.0
Washington Commanders,was,San Francisco 49ers,sfo,16,-0.07679090668781385,-0.020561199806483188,0.07329462989840341,0.11635220125786172,-19.437590711175602,3.6359458151910964,1.4271891630382214,-0.04450895016932743,-10.151669085631369,-0.6347363328495401,3.101354620222544,-1.2871311078858234,-0.43251088534107407,-12.971456216739227,21.637155297532672,1.398887276245767,-32.40904692791486,-0.17077890662796302,0.3870343492985029,9.285921625544265,0.17875581887431224,-0.1214340179006041,0.0
Philadelphia Eagles,phi,Dallas Cowboys,dal,16,0.17215740105239075,1.8690231068405403,0.42736215968885827,-0.7133379089453213,12.963280713795484,0.7516586593456864,0.33607870052619404,-0.2737359871882865,20.530885380919727,-0.85575383207504,-0.8057652711050096,0.3324182109357139,0.6092427362159689,10.068176618622743,89.07618393960206,1.2739647677876917,23.0314573324182,-0.46110729810112094,-3.5038892701898874,7.567604667124228,0.27435020519835845,-0.03602380089665724,0.0
Las Vegas Raiders,rai,Pittsburgh Steelers,pit,16,-0.10199283475145543,-0.7098074339453646,-0.2723914017017466,0.19357366771159867,17.454769368562467,0.23331840573219864,-0.9495073891625623,0.8466188983430362,15.511979399910444,0.9005821764442459,0.2853784146887577,-2.420846394984327,-0.24272279444693234,8.793887147335425,-28.0708687863862,-0.44961934617107024,26.248656515897892,-0.01679355127630977,17.366099417823555,-1.9427899686520362,0.13287213740458015,-0.06289455543217298,0.0
Green Bay Packers,gnb,Miami Dolphins,mia,16,-0.2750172532781229,-2.3236714975845416,0.7427536231884057,-0.2222222222222222,-65.293823326432,1.5588336783988908,0.1685645272601768,-0.40217391304347827,-66.73481711525193,-0.658212560386473,-2.2337819185645245,1.2213595583160775,-0.31746031746031744,10.618357487922708,67.27777777777783,-0.528295376121463,-54.67546583850935,-0.11783988957902003,-6.253105590062113,-1.4409937888198758,-0.26814641207692824,0.019428449667273195,1.0
Denver Broncos,den,Los Angeles Rams,ram,16,-0.08601275267941932,-1.0723104056437407,0.5520282186948854,-0.31840998507665175,7.391398724732056,0.7301587301587276,-2.138380138380139,-0.35829602496269164,4.492877492877511,2.0246913580246915,-6.157237823904492,2.758920092253426,-0.12535612535612528,24.29900963234296,-9.554334554334446,-0.17880884547551235,31.690408357075057,-0.3452720119386785,9.787681454348117,-2.8985212318545663,-0.16005759858218882,-0.16801737588254442,0.0
Tampa Bay Buccaneers,tam,Arizona Cardinals,crd,16,0.043835616438356206,-0.6666186012977633,-0.8543619322278297,-0.4451333813987022,48.05565969718819,4.5222782984859435,2.2915645277577497,-0.08666186012977639,39.426387887527056,-0.7711607786589756,-7.9831290555155014,-2.4106705118961784,-0.5831290555155011,-36.86633020908435,-67.12833453496751,-1.156452775775054,11.189329488103851,-0.2928622927180966,2.6393655371305016,-8.629271809661137,0.014471712251779678,0.01802449372892162,1.0
Los Angeles Chargers,sdg,Indianapolis Colts,clt,16,0.23524203069657612,2.3077062886223203,-1.6857506361323153,-0.35468920392584524,58.19265721555797,4.747001090512541,3.5200836059614673,0.7414576517629954,39.81134133042528,-1.8026172300981465,2.744093057070156,-2.082424572882587,0.5264449291166848,-1.1729371137768112,-95.79543802253716,-1.9394765539803707,57.01972010178122,-0.708106143220647,-20.211468556888406,-18.38131588513268,0.3821708968553982,0.04215161931825634,1.0
